ydstogo,yardline_100,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,off_epa_db,off_epa_rush,def_epa_db_allowed,def_epa_rush_allowed,posteam,defteam,qtr,season,fourth_down_converted
2,55,1654,-21,3.0,3.0,0.159837987527522,0.104541160044306,-0.0413903957273385,-0.113407611900919,BUF,TB,3,2021,0
2,34,1575,21,3.0,3.0,0.162637676414975,-0.0075725442210466,-0.102183586392801,-0.056858085890702,TB,BUF,3,2021,0
1,30,1457,-21,3.0,3.0,0.159837987527522,0.104541160044306,-0.0413903957273385,-0.113407611900919,BUF,TB,3,2021,1
4,60,108,-3,0.0,2.0,0.159837987527522,0.104541160044306,-0.0413903957273385,-0.113407611900919,BUF,TB,4,2021,1
2,2,2164,-10,2.0,3.0,0.182819550404436,0.0307769812202721,0.0425073714233591,-0.0147840987610885,GB,CHI,2,2021,1
13,27,53,-15,1.0,0.0,-0.154367322553077,-0.0422561997428628,-0.0503436965594773,0.0539558584751578,CHI,GB,4,2021,0
2,46,2741,-11,3.0,3.0,-0.0606909437414941,-0.0310167832804729,-0.130717881007751,-0.0153524079741334,WAS,DAL,1,2021,0
1,1,312,-19,3.0,2.0,-0.0606909437414941,-0.0310167832804729,-0.130717881007751,-0.0153524079741334,WAS,DAL,4,2021,1
1,50,2333,-7,3.0,3.0,-0.0333190281071798,-0.0892652953819686,-0.0030725869405774,-0.0084545459170387,DET,DEN,2,2021,1
2,67,1431,-14,3.0,3.0,-0.0333190281071798,-0.0892652953819686,-0.0030725869405774,-0.0084545459170387,DET,DEN,3,2021,0
2,56,1154,-21,3.0,2.0,-0.0333190281071798,-0.0892652953819686,-0.0030725869405774,-0.0084545459170387,DET,DEN,3,2021,1
4,34,900,-21,3.0,2.0,-0.0333190281071798,-0.0892652953819686,-0.0030725869405774,-0.0084545459170387,DET,DEN,4,2021,1
4,4,797,-21,3.0,2.0,-0.0333190281071798,-0.0892652953819686,-0.0030725869405774,-0.0084545459170387,DET,DEN,4,2021,0
2,41,243,21,2.0,1.0,0.0752281924522451,-0.0755751977723069,0.182481282928028,-0.0025383529091897,DEN,DET,4,2021,1
10,59,535,-17,3.0,3.0,-0.0926396308637352,-0.060367529849611,-0.016855809728314,-0.0454099413988595,JAX,TEN,4,2021,1
8,73,116,-20,1.0,2.0,-0.0926396308637352,-0.060367529849611,-0.016855809728314,-0.0454099413988595,JAX,TEN,4,2021,0
1,1,2002,-7,3.0,2.0,0.0875927762260114,-0.0163478201735582,-0.0388880014615673,-0.08048421335086,ARI,LA,2,2021,1
2,14,1184,-14,2.0,2.0,0.0875927762260114,-0.0163478201735582,-0.0388880014615673,-0.08048421335086,ARI,LA,3,2021,0
1,37,324,-10,2.0,2.0,0.0875927762260114,-0.0163478201735582,-0.0388880014615673,-0.08048421335086,ARI,LA,4,2021,0
9,86,120,-10,0.0,2.0,0.0875927762260114,-0.0163478201735582,-0.0388880014615673,-0.08048421335086,ARI,LA,4,2021,1
1,66,1857,-35,1.0,2.0,0.0506130575345797,-0.107744567068705,0.0801890032877875,0.0162580642613961,LV,KC,2,2021,1
1,26,3328,0,3.0,3.0,-0.059539111185212,-0.101778351777619,0.223361584736026,-0.0019141111191638,NO,NYJ,1,2021,1
7,35,2504,-3,3.0,2.0,-0.11469254442668,-0.0286996186236289,-0.0788911638276579,-0.14329219669926,NYJ,NO,2,2021,1
6,49,619,-10,3.0,2.0,-0.11469254442668,-0.0286996186236289,-0.0788911638276579,-0.14329219669926,NYJ,NO,4,2021,0
10,66,167,-14,0.0,2.0,-0.11469254442668,-0.0286996186236289,-0.0788911638276579,-0.14329219669926,NYJ,NO,4,2021,0
9,62,1385,-20,3.0,3.0,-0.207673465341111,-0.0833999289770839,0.0353485831102646,0.0364601640946856,NYG,LAC,3,2021,0
9,51,929,-23,3.0,3.0,-0.207673465341111,-0.0833999289770839,0.0353485831102646,0.0364601640946856,NYG,LAC,3,2021,0
4,39,3193,0,3.0,3.0,-0.0811620981004101,-0.0447557733927318,-0.047365272964308,0.0306525913125082,PIT,MIN,1,2021,1
1,51,2212,16,3.0,2.0,0.0904996145962114,-0.0920168524346685,0.0362222305308159,0.0241201814011249,MIN,PIT,2,2021,1
1,43,42,-8,0.0,3.0,-0.0811620981004101,-0.0447557733927318,-0.047365272964308,0.0306525913125082,PIT,MIN,4,2021,1
3,50,382,-14,3.0,2.0,-0.102392784980025,-0.158234230656084,0.0995557234928789,-0.0792646355344513,HOU,SEA,4,2021,0
6,47,259,-20,3.0,2.0,-0.102392784980025,-0.158234230656084,0.0995557234928789,-0.0792646355344513,HOU,SEA,4,2021,0
5,17,569,-14,3.0,3.0,0.122127129437059,-0.074649281857648,0.0184179443870635,-0.0881611443495041,CIN,SF,4,2021,1
3,3,1922,-10,3.0,3.0,0.0875927762260114,-0.0163478201735582,0.182481282928028,-0.0025383529091897,ARI,DET,2,2021,0
1,28,1831,10,2.0,2.0,-0.0333190281071798,-0.0892652953819686,0.0115861577464246,-0.100706553985115,DET,ARI,2,2021,1
6,30,703,-21,3.0,3.0,0.0875927762260114,-0.0163478201735582,0.182481282928028,-0.0025383529091897,ARI,DET,4,2021,0
2,9,8,-18,0.0,2.0,0.0875927762260114,-0.0163478201735582,0.182481282928028,-0.0025383529091897,ARI,DET,4,2021,1
1,1,3452,0,2.0,3.0,-0.0274293939966241,-0.165452977309345,0.0184179443870635,-0.0881611443495041,ATL,SF,1,2021,0
1,8,642,-18,3.0,3.0,-0.0274293939966241,-0.165452977309345,0.0184179443870635,-0.0881611443495041,ATL,SF,4,2021,0
1,1,312,-18,3.0,3.0,-0.0274293939966241,-0.165452977309345,0.0184179443870635,-0.0881611443495041,ATL,SF,4,2021,0
9,24,3212,0,3.0,3.0,-0.203084238041363,-0.0408066057935439,-0.102183586392801,-0.056858085890702,CAR,BUF,1,2021,0
1,50,2825,0,2.0,3.0,-0.203084238041363,-0.0408066057935439,-0.102183586392801,-0.056858085890702,CAR,BUF,1,2021,0
2,39,1030,-16,3.0,2.0,-0.203084238041363,-0.0408066057935439,-0.102183586392801,-0.056858085890702,CAR,BUF,3,2021,1
5,10,900,-16,2.0,2.0,-0.203084238041363,-0.0408066057935439,-0.102183586392801,-0.056858085890702,CAR,BUF,4,2021,0
10,46,375,-10,2.0,2.0,-0.203084238041363,-0.0408066057935439,-0.102183586392801,-0.056858085890702,CAR,BUF,4,2021,0
2,14,132,10,0.0,0.0,0.159837987527522,0.104541160044306,0.003478181017162,-0.111907502189535,BUF,CAR,4,2021,1
24,89,9,-5,0.0,1.0,0.0752281924522451,-0.0755751977723069,0.0114872148973231,-0.0432466188956354,DEN,CIN,4,2021,0
1,66,1728,-12,3.0,3.0,-0.207673465341111,-0.0833999289770839,-0.130717881007751,-0.0153524079741334,NYG,DAL,3,2021,1
1,71,1170,-9,3.0,2.0,-0.207673465341111,-0.0833999289770839,-0.130717881007751,-0.0153524079741334,NYG,DAL,3,2021,0
5,9,81,-15,0.0,2.0,-0.207673465341111,-0.0833999289770839,-0.130717881007751,-0.0153524079741334,NYG,DAL,4,2021,0
1,20,3375,0,3.0,3.0,-0.0011047988787656,0.0203448133372196,-0.0503436965594773,0.0539558584751578,BAL,GB,1,2021,1
3,3,3164,0,3.0,3.0,-0.0011047988787656,0.0203448133372196,-0.0503436965594773,0.0539558584751578,BAL,GB,1,2021,0
6,71,721,-11,3.0,3.0,-0.0011047988787656,0.0203448133372196,-0.0503436965594773,0.0539558584751578,BAL,GB,4,2021,0
6,14,321,-14,3.0,1.0,-0.0011047988787656,0.0203448133372196,-0.0503436965594773,0.0539558584751578,BAL,GB,4,2021,1
1,38,1829,-7,1.0,3.0,-0.0926396308637352,-0.060367529849611,0.143597628376488,-0.0160082079687951,JAX,HOU,2,2021,0
10,75,85,-14,0.0,2.0,-0.0926396308637352,-0.060367529849611,0.143597628376488,-0.0160082079687951,JAX,HOU,4,2021,1
10,50,31,-14,0.0,2.0,-0.0926396308637352,-0.060367529849611,0.143597628376488,-0.0160082079687951,JAX,HOU,4,2021,1
5,5,3513,0,3.0,3.0,0.169288067342836,-0.0365682305362618,0.0801890032877875,0.0162580642613961,LAC,KC,1,2021,0
1,33,2178,-3,3.0,3.0,0.169288067342836,-0.0365682305362618,0.0801890032877875,0.0162580642613961,LAC,KC,2,2021,1
1,1,1803,4,1.0,2.0,0.169288067342836,-0.0365682305362618,0.0801890032877875,0.0162580642613961,LAC,KC,2,2021,0
2,28,1368,1,3.0,3.0,0.169288067342836,-0.0365682305362618,0.0801890032877875,0.0162580642613961,LAC,KC,3,2021,0
1,2,1010,-1,3.0,2.0,0.217448973292572,0.0479323067013973,0.0353485831102646,0.0364601640946856,KC,LAC,3,2021,0
1,11,744,1,2.0,3.0,0.169288067342836,-0.0365682305362618,0.0801890032877875,0.0162580642613961,LAC,KC,4,2021,1
1,66,1459,10,3.0,3.0,0.0506130575345797,-0.107744567068705,-0.0096652379210701,0.0136065866453079,LV,CLE,3,2021,1
5,6,234,-6,3.0,2.0,-0.0284659318590698,0.0551016323853704,0.145428976819152,-0.0941573677508742,CLE,LV,4,2021,1
1,25,1939,-10,2.0,2.0,-0.154367322553077,-0.0422561997428628,-0.047365272964308,0.0306525913125082,CHI,MIN,2,2021,1
3,54,1805,7,0.0,1.0,0.0904996145962114,-0.0920168524346685,0.0425073714233591,-0.0147840987610885,MIN,CHI,2,2021,0
1,21,962,-14,3.0,3.0,-0.154367322553077,-0.0422561997428628,-0.047365272964308,0.0306525913125082,CHI,MIN,3,2021,0
9,9,515,-14,2.0,2.0,-0.154367322553077,-0.0422561997428628,-0.047365272964308,0.0306525913125082,CHI,MIN,4,2021,0
4,14,259,-14,2.0,2.0,-0.154367322553077,-0.0422561997428628,-0.047365272964308,0.0306525913125082,CHI,MIN,4,2021,0
5,49,23,-14,0.0,1.0,-0.154367322553077,-0.0422561997428628,-0.047365272964308,0.0306525913125082,CHI,MIN,4,2021,1
1,56,2473,14,3.0,3.0,0.0180039546520026,0.0788354717179548,-0.0599962958870602,0.0172567841885221,IND,NE,2,2021,1
1,53,1397,-20,3.0,3.0,0.134728608878056,0.0153161202394724,0.0659570042748828,-0.0494561174247098,NE,IND,3,2021,0
1,38,1293,20,3.0,3.0,0.0180039546520026,0.0788354717179548,-0.0599962958870602,0.0172567841885221,IND,NE,3,2021,1
1,32,674,-13,3.0,3.0,0.134728608878056,0.0153161202394724,0.0659570042748828,-0.0494561174247098,NE,IND,4,2021,1
1,57,338,10,3.0,3.0,0.0180039546520026,0.0788354717179548,-0.0599962958870602,0.0172567841885221,IND,NE,4,2021,1
10,50,75,-10,0.0,1.0,0.134728608878056,0.0153161202394724,0.0659570042748828,-0.0494561174247098,NE,IND,4,2021,0
1,36,1259,-6,3.0,3.0,0.162637676414975,-0.0075725442210466,-0.0788911638276579,-0.14329219669926,TB,NO,3,2021,0
1,39,2186,-10,2.0,3.0,-0.0069252511966997,-0.131465543643127,0.223361584736026,-0.0019141111191638,MIA,NYJ,2,2021,1
1,24,972,0,3.0,2.0,-0.0069252511966997,-0.131465543643127,0.223361584736026,-0.0019141111191638,MIA,NYJ,3,2021,1
1,52,627,7,3.0,2.0,-0.0069252511966997,-0.131465543643127,0.223361584736026,-0.0019141111191638,MIA,NYJ,4,2021,0
10,63,76,-7,0.0,2.0,-0.11469254442668,-0.0286996186236289,-0.0029246583272205,-0.0374188053794108,NYJ,MIA,4,2021,0
2,32,1920,3,1.0,3.0,0.199761580062529,-0.15954127739265,0.0995557234928789,-0.0792646355344513,LA,SEA,2,2021,0
6,50,207,-7,2.0,3.0,0.0284201314079527,0.0395855877859068,-0.0388880014615673,-0.08048421335086,SEA,LA,4,2021,0
1,33,132,-6,2.0,1.0,0.0396296527685505,-0.0055966636519145,0.0362222305308159,0.0241201814011249,TEN,PIT,4,2021,1
7,16,46,-6,1.0,0.0,0.0396296527685505,-0.0055966636519145,0.0362222305308159,0.0241201814011249,TEN,PIT,4,2021,0
1,38,2615,-10,3.0,3.0,0.0455696736976477,0.0752234213645208,0.137695967914493,-0.0579599426170818,PHI,WAS,2,2021,0
9,39,163,-10,3.0,2.0,-0.0606909437414941,-0.0310167832804729,0.0711351748275989,-0.0647497134615926,WAS,PHI,4,2021,0
8,24,24,10,1.0,0.0,0.0455696736976477,0.0752234213645208,0.137695967914493,-0.0579599426170818,PHI,WAS,4,2021,0
1,1,2730,-4,3.0,3.0,0.122127129437059,-0.074649281857648,0.158396814098803,-0.114241030038333,CIN,BAL,1,2021,1
5,38,1181,17,3.0,3.0,0.122127129437059,-0.074649281857648,0.158396814098803,-0.114241030038333,CIN,BAL,3,2021,1
1,66,487,-20,3.0,2.0,-0.0011047988787656,0.0203448133372196,0.0114872148973231,-0.0432466188956354,BAL,CIN,4,2021,0
2,3,3103,0,2.0,3.0,0.159837987527522,0.104541160044306,-0.0599962958870602,0.0172567841885221,BUF,NE,1,2021,1
1,52,2916,-7,3.0,2.0,0.134728608878056,0.0153161202394724,-0.102183586392801,-0.056858085890702,NE,BUF,1,2021,1
1,28,2700,-7,3.0,2.0,0.134728608878056,0.0153161202394724,-0.102183586392801,-0.056858085890702,NE,BUF,2,2021,1
1,1,2091,3,1.0,3.0,0.159837987527522,0.104541160044306,-0.0599962958870602,0.0172567841885221,BUF,NE,2,2021,0
2,34,1935,3,1.0,2.0,0.159837987527522,0.104541160044306,-0.0599962958870602,0.0172567841885221,BUF,NE,2,2021,1
1,23,1226,-13,3.0,3.0,0.134728608878056,0.0153161202394724,-0.102183586392801,-0.056858085890702,NE,BUF,3,2021,1
3,10,1082,-13,3.0,3.0,0.134728608878056,0.0153161202394724,-0.102183586392801,-0.056858085890702,NE,BUF,3,2021,1
1,34,267,5,2.0,3.0,0.159837987527522,0.104541160044306,-0.0599962958870602,0.0172567841885221,BUF,NE,4,2021,1
7,69,110,-12,1.0,1.0,0.134728608878056,0.0153161202394724,-0.102183586392801,-0.056858085890702,NE,BUF,4,2021,1
10,49,73,-12,1.0,1.0,0.134728608878056,0.0153161202394724,-0.102183586392801,-0.056858085890702,NE,BUF,4,2021,0
4,4,2737,-7,2.0,3.0,-0.154367322553077,-0.0422561997428628,0.0995557234928789,-0.0792646355344513,CHI,SEA,1,2021,0
1,6,762,-10,3.0,2.0,-0.154367322553077,-0.0422561997428628,0.0995557234928789,-0.0792646355344513,CHI,SEA,4,2021,1
4,54,309,-7,3.0,2.0,-0.154367322553077,-0.0422561997428628,0.0995557234928789,-0.0792646355344513,CHI,SEA,4,2021,0
5,68,21,-1,1.0,1.0,0.0284201314079527,0.0395855877859068,0.0425073714233591,-0.0147840987610885,SEA,CHI,4,2021,0
1,66,3356,-6,3.0,3.0,0.182819550404436,0.0307769812202721,-0.0096652379210701,0.0136065866453079,GB,CLE,1,2021,1
1,66,2928,-1,3.0,2.0,-0.0284659318590698,0.0551016323853704,-0.0503436965594773,0.0539558584751578,CLE,GB,1,2021,1
1,46,828,1,3.0,3.0,0.0506130575345797,-0.107744567068705,-0.0030725869405774,-0.0084545459170387,LV,DEN,4,2021,1
1,66,331,-4,2.0,3.0,0.0752281924522451,-0.0755751977723069,0.145428976819152,-0.0941573677508742,DEN,LV,4,2021,1
1,6,2460,-3,3.0,3.0,-0.0274293939966241,-0.165452977309345,0.182481282928028,-0.0025383529091897,ATL,DET,2,2021,1
6,45,2131,-4,2.0,3.0,-0.0333190281071798,-0.0892652953819686,0.145716136003087,4.0320512764106e-05,DET,ATL,2,2021,1
2,53,1802,0,1.0,3.0,-0.0333190281071798,-0.0892652953819686,0.145716136003087,4.0320512764106e-05,DET,ATL,2,2021,0
1,28,468,-7,3.0,3.0,-0.0333190281071798,-0.0892652953819686,0.145716136003087,4.0320512764106e-05,DET,ATL,4,2021,1
1,17,332,-7,3.0,3.0,-0.0333190281071798,-0.0892652953819686,0.145716136003087,4.0320512764106e-05,DET,ATL,4,2021,1
5,33,2414,-1,3.0,3.0,0.0875927762260114,-0.0163478201735582,0.0659570042748828,-0.0494561174247098,ARI,IND,2,2021,0
4,36,1245,-1,3.0,3.0,0.0180039546520026,0.0788354717179548,0.0115861577464246,-0.100706553985115,IND,ARI,3,2021,0
1,66,835,-2,3.0,3.0,0.0875927762260114,-0.0163478201735582,0.0659570042748828,-0.0494561174247098,ARI,IND,4,2021,1
6,57,325,-9,3.0,3.0,0.0875927762260114,-0.0163478201735582,0.0659570042748828,-0.0494561174247098,ARI,IND,4,2021,0
2,67,3487,0,3.0,3.0,-0.0926396308637352,-0.060367529849611,0.223361584736026,-0.0019141111191638,JAX,NYJ,1,2021,1
1,39,2721,-3,2.0,3.0,-0.0926396308637352,-0.060367529849611,0.223361584736026,-0.0019141111191638,JAX,NYJ,1,2021,1
3,42,1915,1,3.0,1.0,-0.11469254442668,-0.0286996186236289,0.186291738885607,0.0107275791556165,NYJ,JAX,2,2021,1
2,24,1873,1,3.0,1.0,-0.11469254442668,-0.0286996186236289,0.186291738885607,0.0107275791556165,NYJ,JAX,2,2021,1
2,2,1816,1,2.0,0.0,-0.11469254442668,-0.0286996186236289,0.186291738885607,0.0107275791556165,NYJ,JAX,2,2021,0
5,8,1211,4,3.0,3.0,-0.11469254442668,-0.0286996186236289,0.186291738885607,0.0107275791556165,NYJ,JAX,3,2021,0
1,1,564,1,2.0,3.0,-0.11469254442668,-0.0286996186236289,0.186291738885607,0.0107275791556165,NYJ,JAX,4,2021,1
1,1,12,-5,0.0,1.0,-0.0926396308637352,-0.060367529849611,0.223361584736026,-0.0019141111191638,JAX,NYJ,4,2021,0
1,51,3344,0,3.0,3.0,0.199761580062529,-0.15954127739265,-0.047365272964308,0.0306525913125082,LA,MIN,1,2021,1
5,42,50,-10,0.0,1.0,0.0904996145962114,-0.0920168524346685,-0.0388880014615673,-0.08048421335086,MIN,LA,4,2021,1
1,62,864,-14,1.0,3.0,-0.059539111185212,-0.101778351777619,-0.0029246583272205,-0.0374188053794108,NO,MIA,4,2021,0
1,71,623,-17,1.0,3.0,-0.059539111185212,-0.101778351777619,-0.0029246583272205,-0.0374188053794108,NO,MIA,4,2021,1
9,40,184,-17,0.0,3.0,-0.059539111185212,-0.101778351777619,-0.0029246583272205,-0.0374188053794108,NO,MIA,4,2021,0
8,47,389,-31,3.0,3.0,-0.207673465341111,-0.0833999289770839,0.0711351748275989,-0.0647497134615926,NYG,PHI,4,2021,0
4,22,305,-31,3.0,3.0,-0.207673465341111,-0.0833999289770839,0.0711351748275989,-0.0647497134615926,NYG,PHI,4,2021,1
1,30,116,24,1.0,0.0,0.0455696736976477,0.0752234213645208,0.045012911763321,0.0173803863854604,PHI,NYG,4,2021,0
1,3,3026,0,3.0,3.0,0.217448973292572,0.0479323067013973,0.0362222305308159,0.0241201814011249,KC,PIT,1,2021,1
1,66,1888,-23,2.0,2.0,-0.0811620981004101,-0.0447557733927318,0.0801890032877875,0.0162580642613961,PIT,KC,2,2021,0
4,15,179,-33,3.0,3.0,-0.0811620981004101,-0.0447557733927318,0.0801890032877875,0.0162580642613961,PIT,KC,4,2021,1
2,25,33,-26,0.0,3.0,-0.0811620981004101,-0.0447557733927318,0.0801890032877875,0.0162580642613961,PIT,KC,4,2021,1
1,31,2495,7,3.0,3.0,0.167411719699395,-0.0343888339650609,-0.016855809728314,-0.0454099413988595,SF,TEN,2,2021,1
6,40,1017,0,3.0,3.0,0.167411719699395,-0.0343888339650609,-0.016855809728314,-0.0454099413988595,SF,TEN,3,2021,0
11,24,716,-23,2.0,2.0,-0.203084238041363,-0.0408066057935439,-0.0413903957273385,-0.113407611900919,CAR,TB,4,2021,0
10,48,599,-23,2.0,2.0,-0.203084238041363,-0.0408066057935439,-0.0413903957273385,-0.113407611900919,CAR,TB,4,2021,0
2,40,1818,28,1.0,3.0,0.152422348206192,-0.0471301246229234,0.137695967914493,-0.0579599426170818,DAL,WAS,2,2021,1
1,21,1039,-42,3.0,3.0,-0.0606909437414941,-0.0310167832804729,-0.130717881007751,-0.0153524079741334,WAS,DAL,3,2021,0
2,25,243,-49,3.0,3.0,-0.0606909437414941,-0.0310167832804729,-0.130717881007751,-0.0153524079741334,WAS,DAL,4,2021,1
2,40,2951,-3,3.0,3.0,0.152422348206192,-0.0471301246229234,0.0115861577464246,-0.100706553985115,DAL,ARI,1,2021,1
2,64,2433,3,3.0,3.0,0.0875927762260114,-0.0163478201735582,-0.130717881007751,-0.0153524079741334,ARI,DAL,2,2021,1
1,1,2132,3,3.0,2.0,0.0875927762260114,-0.0163478201735582,-0.130717881007751,-0.0153524079741334,ARI,DAL,2,2021,1
1,10,900,-15,2.0,2.0,0.152422348206192,-0.0471301246229234,0.0115861577464246,-0.100706553985115,DAL,ARI,4,2021,1
1,66,406,-11,2.0,2.0,0.152422348206192,-0.0471301246229234,0.0115861577464246,-0.100706553985115,DAL,ARI,4,2021,1
1,20,779,7,3.0,2.0,0.159837987527522,0.104541160044306,0.145716136003087,4.0320512764106e-05,BUF,ATL,4,2021,1
16,16,352,-14,2.0,3.0,-0.0274293939966241,-0.165452977309345,-0.102183586392801,-0.056858085890702,ATL,BUF,4,2021,0
7,38,3033,0,3.0,3.0,-0.0284659318590698,0.0551016323853704,0.0362222305308159,0.0241201814011249,CLE,PIT,1,2021,0
1,42,2874,0,3.0,3.0,-0.0811620981004101,-0.0447557733927318,-0.0096652379210701,0.0136065866453079,PIT,CLE,1,2021,1
5,36,2746,0,3.0,3.0,-0.0811620981004101,-0.0447557733927318,-0.0096652379210701,0.0136065866453079,PIT,CLE,1,2021,0
2,37,116,-12,3.0,1.0,-0.0284659318590698,0.0551016323853704,0.0362222305308159,0.0241201814011249,CLE,PIT,4,2021,1
3,73,15,-12,0.0,1.0,-0.0284659318590698,0.0551016323853704,0.0362222305308159,0.0241201814011249,CLE,PIT,4,2021,0
1,51,3254,-7,3.0,3.0,0.0752281924522451,-0.0755751977723069,0.0353485831102646,0.0364601640946856,DEN,LAC,1,2021,1
6,44,3127,-7,3.0,3.0,0.0752281924522451,-0.0755751977723069,0.0353485831102646,0.0364601640946856,DEN,LAC,1,2021,0
2,2,2125,-10,2.0,3.0,0.0752281924522451,-0.0755751977723069,0.0353485831102646,0.0364601640946856,DEN,LAC,2,2021,0
2,41,1885,10,2.0,1.0,0.169288067342836,-0.0365682305362618,-0.0030725869405774,-0.0084545459170387,LAC,DEN,2,2021,1
3,47,686,-21,2.0,3.0,0.0752281924522451,-0.0755751977723069,0.0353485831102646,0.0364601640946856,DEN,LAC,4,2021,0
1,29,3284,0,2.0,3.0,-0.0333190281071798,-0.0892652953819686,0.0995557234928789,-0.0792646355344513,DET,SEA,1,2021,0
1,17,2259,10,3.0,2.0,0.0284201314079527,0.0395855877859068,0.182481282928028,-0.0025383529091897,SEA,DET,2,2021,1
3,39,1308,-23,3.0,3.0,-0.0333190281071798,-0.0892652953819686,0.0995557234928789,-0.0792646355344513,DET,SEA,3,2021,1
1,45,2967,0,3.0,3.0,0.167411719699395,-0.0343888339650609,0.143597628376488,-0.0160082079687951,SF,HOU,1,2021,0
1,24,1577,-4,3.0,3.0,0.167411719699395,-0.0343888339650609,0.143597628376488,-0.0160082079687951,SF,HOU,3,2021,0
2,73,164,-13,1.0,2.0,-0.102392784980025,-0.158234230656084,0.0184179443870635,-0.0881611443495041,HOU,SF,4,2021,0
1,31,3311,0,3.0,3.0,0.217448973292572,0.0479323067013973,0.0114872148973231,-0.0432466188956354,KC,CIN,1,2021,1
1,55,1328,-4,2.0,3.0,0.122127129437059,-0.074649281857648,0.0801890032877875,0.0162580642613961,CIN,KC,3,2021,1
1,23,2160,7,3.0,3.0,-0.0011047988787656,0.0203448133372196,-0.0388880014615673,-0.08048421335086,BAL,LA,2,2021,1
1,33,1263,6,3.0,3.0,-0.0011047988787656,0.0203448133372196,-0.0388880014615673,-0.08048421335086,BAL,LA,3,2021,1
5,12,68,-5,3.0,2.0,0.199761580062529,-0.15954127739265,0.158396814098803,-0.114241030038333,LA,BAL,4,2021,1
1,66,23,-1,1.0,2.0,-0.0011047988787656,0.0203448133372196,-0.0388880014615673,-0.08048421335086,BAL,LA,4,2021,1
1,22,1999,7,3.0,3.0,0.0506130575345797,-0.107744567068705,0.0659570042748828,-0.0494561174247098,LV,IND,2,2021,1
1,47,1644,-3,3.0,3.0,0.0180039546520026,0.0788354717179548,0.145428976819152,-0.0941573677508742,IND,LV,3,2021,1
2,11,684,-4,3.0,3.0,0.0506130575345797,-0.107744567068705,0.0659570042748828,-0.0494561174247098,LV,IND,4,2021,1
1,17,2872,0,3.0,2.0,0.0396296527685505,-0.0055966636519145,-0.0029246583272205,-0.0374188053794108,TEN,MIA,1,2021,1
2,42,2471,-10,2.0,3.0,-0.0069252511966997,-0.131465543643127,-0.016855809728314,-0.0454099413988595,MIA,TEN,2,2021,1
11,27,625,-14,3.0,3.0,-0.0069252511966997,-0.131465543643127,-0.016855809728314,-0.0454099413988595,MIA,TEN,4,2021,0
2,56,347,-21,3.0,3.0,-0.0069252511966997,-0.131465543643127,-0.016855809728314,-0.0454099413988595,MIA,TEN,4,2021,0
3,47,3252,-3,3.0,3.0,0.0904996145962114,-0.0920168524346685,-0.0503436965594773,0.0539558584751578,MIN,GB,1,2021,0
3,11,2981,3,3.0,3.0,0.182819550404436,0.0307769812202721,-0.047365272964308,0.0306525913125082,GB,MIN,1,2021,0
3,49,1336,-24,3.0,3.0,0.0904996145962114,-0.0920168524346685,-0.0503436965594773,0.0539558584751578,MIN,GB,3,2021,0
1,45,988,-27,3.0,3.0,0.0904996145962114,-0.0920168524346685,-0.0503436965594773,0.0539558584751578,MIN,GB,3,2021,1
9,37,32,-27,2.0,2.0,0.0904996145962114,-0.0920168524346685,-0.0503436965594773,0.0539558584751578,MIN,GB,4,2021,0
2,4,3194,7,3.0,3.0,-0.154367322553077,-0.0422561997428628,0.045012911763321,0.0173803863854604,CHI,NYG,1,2021,1
1,12,1936,11,3.0,2.0,-0.154367322553077,-0.0422561997428628,0.045012911763321,0.0173803863854604,CHI,NYG,2,2021,1
10,44,446,-26,3.0,2.0,-0.207673465341111,-0.0833999289770839,0.0425073714233591,-0.0147840987610885,NYG,CHI,4,2021,0
4,9,115,26,2.0,3.0,-0.154367322553077,-0.0422561997428628,0.045012911763321,0.0173803863854604,CHI,NYG,4,2021,0
1,24,3125,-7,3.0,3.0,0.0455696736976477,0.0752234213645208,0.137695967914493,-0.0579599426170818,PHI,WAS,1,2021,0
2,2,2512,-10,3.0,3.0,0.0455696736976477,0.0752234213645208,0.137695967914493,-0.0579599426170818,PHI,WAS,2,2021,1
1,1,1347,-9,3.0,3.0,0.0455696736976477,0.0752234213645208,0.137695967914493,-0.0579599426170818,PHI,WAS,3,2021,1
4,49,456,-1,3.0,3.0,-0.0606909437414941,-0.0310167832804729,0.0711351748275989,-0.0647497134615926,WAS,PHI,4,2021,0
1,42,336,1,3.0,3.0,0.0455696736976477,0.0752234213645208,0.137695967914493,-0.0579599426170818,PHI,WAS,4,2021,1
4,4,933,-14,2.0,3.0,0.162637676414975,-0.0075725442210466,0.223361584736026,-0.0019141111191638,TB,NYJ,3,2021,1
2,7,137,4,2.0,0.0,-0.11469254442668,-0.0286996186236289,-0.0413903957273385,-0.113407611900919,NYJ,TB,4,2021,0
1,66,2959,7,3.0,3.0,-0.203084238041363,-0.0408066057935439,-0.0413903957273385,-0.113407611900919,CAR,TB,1,2021,1
6,39,2701,7,1.0,3.0,-0.203084238041363,-0.0408066057935439,-0.0413903957273385,-0.113407611900919,CAR,TB,1,2021,0
2,42,2541,-7,3.0,1.0,0.162637676414975,-0.0075725442210466,0.003478181017162,-0.111907502189535,TB,CAR,2,2021,1
